id;log_price;property_type;room_type;amenities;accommodates;bathrooms;bed_type;cancellation_policy;cleaning_fee;city;description;first_review;host_has_profile_pic;host_identity_verified;host_response_rate;host_since;instant_bookable;last_review;latitude;longitude;name;neighbourhood;number_of_reviews;review_scores_rating;thumbnail_url;zipcode;bedrooms;beds;Price
10497657;6.8977049431286375;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance"",Bathtub,Crib,""Pack ’n Play/travel crib""}";10;2.0;Real Bed;strict;True;NYC;"4 bedroom 2 bathroom designer apartment in Flatiron/Union Square/Gramercy Park Close to everything you want to do in NYC. Truly in the heart of the city. Hello World Traveler,  Welcome to our Amazing Entire floor loft Apartment in NYC.  About our apartment: This is a 2 bath 4 bedroom apartment that can easily sleep 10 comfortably (pull out queen size sofa = 5th bed) Let's just start by saying we LOVE our apartment! We literally walk in and say “home sweet home"". One of the best compliments we usually get from our guests is, “your apartment feels like home"". That is the best way to describe the experience you will have at our place; you will feel cozy, comfortable, relaxed and at home.  We love to cook so we have set up the kitchen with anything you may need to cook a delicious home-cooked meal if you don't feel like going out.  We are interior decorators, so we have taken our love for our apt with our passion for design and we have created a masterpiece. We take pride in our creation a";2014-09-19;t;t;100%;2013-09-27;t;2017-09-10;40.74254112433484;-73.98904335584628;4 BED 2 BATH 5th Ave Loft;Flatiron District;15;92.0;https://a0.muscache.com/im/pictures/8b9290e2-1e69-4b13-9136-26a239ec1d0a.jpg?aki_policy=small;10011;4.0;5.0;990.0000000000019
20999381;5.700443573390688;Apartment;Entire home/apt;"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,Bathtub,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}";6;1.5;Real Bed;moderate;True;Boston;"Location, Location, Location!  Historic brownstone nestled in one of the most photographed streets in Boston.  Immerse yourself in history within America's magical neighborhood in luxury accommodations. Founded before the Revolution, Beacon Hill is teeming with history. You'll be taken back a century staying in an authentic brownstone on one of Boston's oldest streets. It is close to everything!  Freedom trail, downtown, MGH - all just steps. Walk Score: 98 ""Walkers Paradise"" Transit Score: 100 Classically Bostonian, the building was built a little over 100 years ago and still maintains its historic facade.  Gas lights, charming brownstones, and cobble stone streets surround you outside.  The apartment is full of comforts and luxury.  The apartment boasts a modern kitchen and bathroom and is a very spacious 1100+ square feet. It is designed with nature and luxury in mind.  Natural products throughout - all bedding and towels are luxury threadcount 100% cotton (no polyester).  Soaps and";2017-09-29;t;f;100%;2016-02-17;t;2017-09-29;42.360061808088105;-71.0675489328937;Renovated Beacon Hill, Boston 2 BR, Private Deck;Beacon Hill;1;100.0;https://a0.muscache.com/im/pictures/5ae46a50-2ce7-415b-8ac6-46cd1e3300ab.jpg?aki_policy=small;02114;2.0;3.0;299.0000000000004
16689720;4.007333185232471;Apartment;Private room;"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}";2;2.0;Real Bed;strict;True;Boston;"Recently renovated private room in a 4 bedroom with keyless front door entry. 2 new bathrooms and modern kitchen. Close to downtown: 10 min driving or busses #15 & # 17 right outside house Free of charge :  Coffee, tea, bagels, eggs; soda, bottled water, instant noodles, & juice. Occasionally cookies :) Location: Bowdoin St off Quincy St Dorchester MA 02122. Near UMass Boston , downtown and Convention Center. All in less 3 miles .  How can you get here?  From Logan Airport take Silver Line get off at South Station change to Red Line  ; then get off at Fields Corner ; walk over 0.8 mails or take the #15 or #17 and get off at Bowdoin St stop .  Brand new renovated all the blankets are new , kitchenware are ready , refrigerator always has refreshments for you free! We offer free : bakery ; dunking  donuts coffee;  bottle water; Chinese tee; milk; instant noodles; juice; coca-Cola, all those you can eat and drink for fee. Keyless entry. Come and go as you please!  Brand new kitchen; refrig";2017-01-13;t;f;100%;2016-12-01;f;2017-10-03;42.30419412071774;-71.06921958413098;#104 Boston private AC 2Beds room 面包免费/可讲国语;Dorchester;28;94.0;https://a0.muscache.com/im/pictures/d5de72f5-3bca-4d70-a588-bad44af4bf46.jpg?aki_policy=small;02122;1.0;2.0;55.000000000000014
18877717;5.459585514144161;Apartment;Entire home/apt;"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}";5;1.0;Real Bed;strict;True;NYC;Spacious private and modern duplex apartment in the heart of Williamsburg.  2nd floor walk-up. Full kitchen with dishwasher, Apple TV with access to Netflix, Hulu etc, washer, dryer and private balcony.  2 stops to Manhattan. Subway G, L trains are 2 minutes walk. J, M, Z trains are 7 minutes walk. Restaurants, bars and galleries are also over the place. I will be always available via text.;2017-06-05;t;t;100%;2011-10-26;f;2017-09-22;40.71217024875485;-73.9491645768603;Duplex with private balcony in the heart of Wburg;Williamsburg;7;94.0;https://a0.muscache.com/im/pictures/f71318cc-f971-4cbb-b90a-39e2fbcc79fd.jpg?aki_policy=small;11211;1.0;2.0;235.0000000000004
8473523;3.912023005428147;Apartment;Private room;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}";2;1.5;Real Bed;moderate;True;NYC;"My place is close to Prospect Park and a loads of lovely bars and cafes. You’ll love my room's views; my private balcony is gorgeous, which you can enjoy on my hammock, or just to sit and enjoy the sunsets on the foldout chairs. My roommates are extremely friendly, and very clean. Location's is great, only 2 mins walk to the 2+5 trains, 7 mins from Prospect Park for the B + Q. The ambiance, location and balcony; I've worked hard to make this room comfortable for couples and solo travelers.";;t;t;;2013-12-15;f;;40.66100572425308;-73.95094745213673;Bedroom w/ beautiful Private Balcony in Brooklyn;Lefferts Garden;0;;https://a0.muscache.com/im/pictures/6ead27ac-e5bf-40a1-bb89-133cded2aa5a.jpg?aki_policy=small;11225;1.0;1.0;50.000000000000036
15421637;4.867534450455582;Apartment;Entire home/apt;"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron,""Private entrance""}";3;1.0;Real Bed;strict;True;NYC;"This gorgeous private apartment is on a beautiful block close to tons of restaurants, cafes, and the subway (A,C,G). The neighborhood is a mix of families, hipsters, and old school Brooklynites. Close to Park Slope, Williamsburg, and Ft. Greene! The apartment is completely private, has 2 separate bedrooms, a newly renovated kitchen, a newly remodeled bathroom, and a private terrace in the back yard. We've gone to great lengths in restoring our home, preserving as much of the original 19th century detail as possible, and modernizing where prudent. *Bedroom 1*  This is the larger of the 2 bedrooms. It has an 82"" long sleeper sofa (about a full sized bed), plenty of electrical outlets, and a fold-out mattress suitable for an adult up to 180cm tall, a chair, and a side table. *Bedroom 2* The smaller of the bedrooms features a queen-sized bed, a floor lamp, and a chair.  *Kitchen* Features a kitchen nook with built-in banquette seating, stainless steel appliances, dishwasher, gas range, and";2015-01-02;t;t;100%;2011-04-15;f;2017-09-13;40.68578486071871;-73.93964567450331;Child-friendly 2BR w/ Yard access and Free Parking;Bedford-Stuyvesant;144;97.0;https://a0.muscache.com/im/pictures/45464ffd-eb90-4dd0-9226-c5f4bbb13f4a.jpg?aki_policy=small;11221;2.0;3.0;129.99999999999997
14732678;5.666426688112433;House;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}";3;1.0;Real Bed;strict;True;LA;Leave your world behind when you retreat to this magical bungalow in the canyon, just up the hill from the famous Topanga Beach. It's time to relax and take in the sounds of nature, while enjoying the cool canyon breeze under the beauty of the oak trees. This is a private home with complete amenities, not a guest house. Our place is a magical retreat, surrounded by nature, a serene peace right outside of LA. Come enjoy the micro-climate of the canyon, sit outside, relax on the hammock and watch the butterflies, hummingbirds, hawks & owls........ ENJOY NATURE. Please ENJOY the entire property.........multiple levels of decks and grounds.  Drive up to the bungalow, entering through a Private Gate with remote access. Make yourselves at home.....kick up your feet and RELAX. We live on the other side of the ocean, but we have property caretakers that stop by to maintain the property and assist with trash day or anything else you may need during your stay.  We are just a phone call or text m;2014-06-18;t;f;90%;2014-05-28;f;2017-04-23;34.09974284812448;-118.60000296930744;Topanga Oak Tree Love;Topanga;31;99.0;https://a0.muscache.com/im/pictures/8c402528-d3cc-4159-b901-fd4cab348a63.jpg?aki_policy=small;90290;1.0;2.0;289.00000000000034
10828914;4.31748811353631;House;Private room;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Buzzer/wireless intercom"",Heating,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.5;Real Bed;strict;False;NYC;House is less than 2 blocks from 2 & 5 Subway lines  (30 mins to Times Square/ Grand Central), supermarkets are less than 2 blocks. Nearby: Yankee Stadium, Bronx Zoo, Botanical Gardens, Pregones Theater, US Post Office, Family Dollar Store, Fast Food (Pizza, McDonald's, KFC). Complimentary coffee, tea, bottled water, toothpaste/ brush. Neighborhood is sate and this place is great for solo adventurers, couples, & business travelers. It's a cozy room with a balcony in a private house with many amenities.  It's ideal for couples or singles. Guests will have access to a private room with lock and keys and a shared bathroom.  Guests have their own coffee and Tea maker in their room and are certainly welcome to use the house microwave in the kitchen area.  There is also a 1/2  bathroom downstairs in the living room area that guests can use.  We are an open minded couple that love to intermingle with people and always respecting guests privacy. We love talking and listening to our guests and ;2016-09-05;t;t;100%;2016-08-01;t;2017-10-01;40.81998479012534;-73.90324820874058;A beautiful cozy room with balcony;Mott Haven;59;99.0;https://a0.muscache.com/im/pictures/e318c08d-e55b-462e-91db-199f8e995ec3.jpg?aki_policy=small;10456;1.0;1.0;74.99999999999997
4117128;6.173786103901937;House;Entire home/apt;"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Cat(s),""Indoor fireplace"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance"",Bathtub,""Children’s books and toys"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}";11;2.0;Real Bed;strict;True;SF;"Our unusually spacious home is ideally located in San Francisco's Inner Mission neighborhood, home to many restaurants, cafes, and small shops. Located on a quiet street with lots to explore just steps away - one block from sunny Dolores Park, and SF's gourmet ghetto, a short walk to The Castro and Noe Valley, and just two short blocks from the ever-evolving Valencia Street Corridor, home to a wide array of renowned restaurants and independently owned small shops and businesses. We have lived here for 20 years- our unique house has beautiful artwork, many windows, with trees and natural light surrounding the house.  Our home often gets commented on by visitors as being ""beautiful,"" ""tasteful,"" and ""comfortable.""  The house has a special extra space - a ""solarium"" that is used as a napping or meditation room. The whole place minus one locked bedroom will be available. We will be accessible via cell phone most of the time while you visit, and will have someone available to help should yo";;t;t;;2011-11-01;f;;37.759927337263576;-122.42555491666312;Beautiful Home in Heart of Mission Foodie Mecca;Mission District;0;;https://a0.muscache.com/im/pictures/8c11a250-792e-4b99-b084-50debd9c649d.jpg?aki_policy=small;94110;6.0;7.0;480.0
583255;5.7745515455444085;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo}";5;1.0;Real Bed;moderate;True;NYC;Stunning, big, architecturally rich one bedroom with separate sleeping loft, high ceilings, in the best Upper West Side location, near Lincoln Center and the Strawberry Fields Central Park entrance.  Shopping, bars, restaurants nearby.  Walk up bldg. Beautiful large space, original art, comfortable furniture, fully equipped kitchen, washer/dryer in unit, EXTREMELY GOOD LOCATION near best Central Park entrance and within a block of 5 subway lines.  This unit is up 4 flight of stairs so not suitable for the mobility impaired. In the heart of Upper West Side small business district, near best food markets, Lincoln Center, and both Central and Riverside Parks. I am happy to provide in depth recommendations and am readily available for questions or concerns as they arise. This is the heart of the Upper West Side, the intellectual and musical heart of the Manhattan.  The street is part of a historic preservation district and is filled with many small businesses, including restaurants and win;2015-05-12;t;t;100%;2015-05-03;f;2017-09-27;40.77894364511377;-73.98099172749589;Strawberry Fields;Upper West Side;48;98.0;https://a0.muscache.com/im/pictures/78133314/a13b2248_original.jpg?aki_policy=small;10023;1.0;3.0;322.00000000000006
8276309;4.0943445622221;Bed & Breakfast;Shared room;"{""Wireless Internet"",Breakfast,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Laptop friendly workspace"",""Self Check-In"",Keypad}";1;1.0;Real Bed;moderate;True;SF;The Red Vic is an intentional community that offers select visitor spaces that make staying here like coming home to friends & family. This listing is for a beautiful bunk space in our Peacock room! This is a bottom bunk.  Close to Haight-Ashbury, the Golden Gate Park, and Twin Peaks, this central location also offers easy direct lines to both downtown and the beach. We aim to support diverse modern and creative, often nomadic lifestyles. Whether you prefer sharing everything or your own private bedroom and bathroom - plug into our community in the way that’s right for you. The Peacock room is a shared space with four beds - this listing is for the Earth bunk. The community is continuously evolving and is composed of 20 full-time residents and a cat (who stays in his room). This listing is for a bed in a shared room, suitable for 1 traveler per booking - please see our other listing for private rooms. Like its people, the space changes frequently and offers nooks and secrets at every t;;t;f;100%;2017-02-19;t;;37.76873268017015;-122.45089591855938;Shared Room Historic B&B: Earth Bunk, Peacock Room;Haight-Ashbury;0;;https://a0.muscache.com/im/pictures/9636d7a2-d743-4c34-aee3-c016dbde5a39.jpg?aki_policy=small;94117;1.0;1.0;59.999999999999986
8235932;4.007333185232471;Apartment;Private room;"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private living room""}";3;1.0;Real Bed;flexible;False;NYC;I'm looking to AirBnB my very large bedroom which has my Queen-sized bed and studio space which can accommodate a Queen-sized air mattress (which I will provide upon request). The apartment as a whole is very spacious and includes two (SENSITIVE CONTENTS HIDDEN). You would have access to the living area and kitchen so that you can prepare meals and enjoy your time during your travels to New York City! You would share a bathroom, but we keep everything tidy and clean, so it's certainly not a disaster. I'm a designer so I travel frequently, and usually leave my portion of the apartment vacant. I'm looking to AirBnB my very large bedroom which has my queen bed and studio space which can accommodate a Queen sized air mattress (which I will provide upon request). The apartment as a whole is very spacious and includes two (SENSITIVE CONTENTS HIDDEN). One is a writer and keeps to herself and the other is also a designer who also keeps to himself. You would have access to the living area and k;;t;f;100%;2017-04-16;t;;40.673765597710464;-73.9425030426503;Bedroom and Studio in Crowne Heights;Crown Heights;0;;https://a0.muscache.com/im/pictures/afdccd5b-6041-4f88-8c16-b86327eb21ab.jpg?aki_policy=small;11213.0;2.0;1.0;55.000000000000014
2108851;5.187385805840755;House;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",Bathtub,""Children’s books and toys"",""Babysitter recommendations"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}";2;1.0;Real Bed;strict;True;SF;"Located on a hillside straddling San Francisco's West Portal and Inner Parkside neighborhoods Hotel of Bianca is a private studio apartment with an ocean view. Easy access to downtown with transit just a block away, and plenty to walk to! Relaxed studio living with an ocean view, kitchenette*, bathroom, excellent TV, and other nice amenities. Ocean and Sunset Views: A beautiful view awaits you- assuming the San Francisco fog, aptly named ""Karl"" or ""Karl the Fog"" by San Francisco residents, isn't getting in the way. Private entrance: There are two separate private rental studios in the property. They share a common entrance separate from the family's entrance door. Back Patio Garden: Outdoor seating and a premium grill are yours to enjoy. Grill while the sun sets over the Pacific Ocean and maybe you will see the elusive ""Green Flash."" Parking Space by Request:  Please let us know if you are interested in a parking spot, as we have outdoor parking that can accommodate two cars. This must";2015-08-05;t;t;100%;2015-06-27;f;2017-09-01;37.74236218732842;-122.4722912418878;Ocean View, EZ Transit, & Parking - Private Studio;Parkside;62;98.0;https://a0.muscache.com/im/pictures/93623272/2b4bdb09_original.jpg?aki_policy=small;94116;0.0;1.0;178.99999999999997
12987735;3.7841896339182615;Apartment;Private room;"{""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}";1;1.0;Real Bed;flexible;True;NYC;This cozy, private bedroom is in our spacious two-story apartment. We're located on the first floor of a freshly renovated Brownstone in one of Brooklyn's coolest, fastest-growing neighborhoods. Safe, 5 min from train, a ton to see and do! Your bedroom has a bed with a brand new mattress and a hanging rack. You'll have plenty of room to unpack, get comfortable and organized. We'll have fresh sheets, blankets, pillow cases and shower towels for you.  Our bedrooms are on the other end of the apartment as well as downstairs, giving you maximum privacy. The entire apartment has just been completely renovated with all new appliances.  We don't provide food, but can recommend take-out and restaurants in the area, a particular favorite is the (impressively) hearty vegan cuisine around the corner. Also feel free to cook something up in our kitchen, as we often are! We keep the shared space clean and hope you will do the same. You'll have access to your private bedroom facing the street, a kitc;2016-03-30;t;f;33%;2016-02-20;f;2017-08-06;40.68595995890802;-73.92185440656252;Sunny, Private Bedroom in Brooklyn;Bedford-Stuyvesant;9;89.0;https://a0.muscache.com/im/pictures/6ea694c3-4c00-44b8-98b9-6a68c1de7dd7.jpg?aki_policy=small;11221;1.0;1.0;44.000000000000014
20991143;3.80666248977032;Apartment;Private room;"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";1;1.0;Real Bed;strict;True;Boston;Ideal place for easy access to public transportations This is great for people looking for work at MIT, Harvard or MGH;;t;f;100%;2016-03-14;f;;42.38386925117656;-71.08043073869085;MIT, Harvard, MGH and downtown. 5 min wk to T;Somerville;0;;https://a0.muscache.com/im/pictures/3c77f0b7-8275-4423-ad55-aa632fcc2f63.jpg?aki_policy=small;02145;1.0;1.0;45.000000000000014
13082298;4.4998096703302615;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}";1;1.0;Real Bed;strict;True;LA;Cozy small studio in Hollywood. The studio fits 2 people and is located in a quiet street close to everything you want to do in Los Angeles. Also has a secluded outside patio to enjoy the beautiful LA weather. Quiet secluded studio with outside patio in the heart of Hollywood. Close to everything you can imagine. Please no loud music after 10 pm.  Small kitchen, not to be used to cook full on dinners. Close to everything in LA. Supermarket up the street and restaurants/Target down the street. Parking Pass for parking outside on the street included. Cool patio with lots of plants and seating for your enjoyment. The studio does not have a real kitchen, limited counter space for cooking but it does include a microwave, toaster oven and a plug in stove top. The studio is not suitable for people who want to cook full on dinners.;2015-11-23;t;t;38%;2012-08-28;f;2017-04-11;34.09294456957551;-118.346150830324;Quaint studio in Hollywood w/ patio;;30;91.0;https://a0.muscache.com/im/pictures/49a64cb3-5623-47ab-a76c-a9a1070fd0ac.jpg?aki_policy=small;90046;0.0;1.0;89.99999999999967
5952761;4.934473933130692;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating}";2;1.0;Real Bed;strict;False;NYC;This apartment is fully furnished and decorated.  The  living room faces the courtyard and is adjacent to the spacious kitchen.  The bedroom is absolutely huge with a queen size bed and memory foam mattress.  There is also plenty of closet and drawer space. Location:  The neighborhood is full of amazing restaurants, nightlife, and culture from primarily Latin America and Asia.  People come to Jackson Heights from all over New York for the authentic food of this neighborhood. Transportation:  The apt is one block from the Jackson Heights / Roosevelt Ave station with express trains to Manhattan.  (less than 15 minutes). Wifi Internet is included. ;2013-01-04;t;t;100%;2011-10-18;f;2017-09-11;40.74391753588889;-73.89246551378534;Beautiful Jackson Heights Apartment;Elmhurst;38;95.0;https://a0.muscache.com/im/pictures/11851387/8ceb831a_original.jpg?aki_policy=small;11377;1.0;1.0;139.00000000000009
16272946;3.332204510175204;House;Private room;"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}";2;1.0;Real Bed;moderate;True;LA;A clean queen size bed in the  a table 房间配有干净的大床以及电脑桌No.2 Quiet community.Close to supermarkets,restaurants,60hway.Very much looking forward to provide you with quality service. 安全宁静的街区,靠近华人区。附近有华人及韩国超市,餐厅。近60号高速.欢迎旅行商住 The kitchen,laundry and living room 厨房,洗衣房以及客厅 no windows in this room 本房间没有窗户 Anytime contact with message or email.phone call available 9am to 7pm. 房客须知:  1、房客之间不允许私下擅自更换房间,必须经由管理员,以及双方房客许可,由管理员监督更换房间。  1, between the tenants are not allowed to privately change the room, must be by the administrator, and the two sides permit tenants, supervise the replacement of the room by the administrator. 2、请认准自己预定房间的号码拿取钥匙,不得进入非预定房间。 2, please look for their own room number to pick up the key, not to enter the not you booking room. 3、预定房间请看准描述选定房间,如描述不清请向管理员咨询,预定后既视为认可不给予任何更换。 3, booking room, please see the description of the selected room, such as the description is unclear, please ask to the administrator, when confired booked room,we don't given any replacement. 4、请自行确认是否预定想要;2016-10-24;t;t;100%;2016-10-17;t;2017-04-17;33.984388099447834;-117.89062359776072;No.2Queen size clean room干净的标准大床房;;21;96.0;https://a0.muscache.com/im/pictures/12197a42-98be-45f1-93c6-280fdb2fc50d.jpg?aki_policy=small;91748;1.0;1.0;27.999999999999996
7958214;4.007333185232471;Apartment;Private room;"{""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;flexible;True;NYC;Lrg br- balcony, room for yoga, queen bed, laundry in apt 2 friendly roommates will make you feel right at home.  Rooftop access w/ Manhattan skyline views, Huge Kitchen & Living Room, Less than 30 minutes cab/subway ride away from all of Manhattan below Central Park, close to trendy Williamsburg & Bushwick hot spots! subway G stop less than 250ft away and J,M,Z line is only 7 minute walk...We love it here and you will too! Read reviews about us from our other room listing here- (URL HIDDEN) In apartment washer & dryer, livingroom, rooftop, two balconies.;2016-12-18;t;t;70%;2014-01-14;f;2016-12-18;40.700891981253854;-73.94997051102736;Williamsburg Large Bedroom, Balcony, Large closet;Williamsburg;1;100.0;https://a0.muscache.com/im/pictures/aacc5144-4ac8-4d37-bd7a-00de63eb9fe6.jpg?aki_policy=small;11206;1.0;1.0;55.000000000000014
3817210;4.31748811353631;Townhouse;Private room;"{TV,Internet,""Wireless Internet"",Kitchen,""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;flexible;True;LA;My place is close to Kincaid's and Quality Seafood, Redondo Beach Pier, beach, parks, restaurants . You’ll love my place because it's clean and comfortable , the outdoors space, the ambiance, the neighborhood, the light. My place is good for couples, solo adventurers, business travelers, and furry friends (pets).;2016-06-30;t;f;90%;2015-06-27;f;2017-03-19;33.842104738409915;-118.37634120674652;Walk to the beach and pier.;Redondo Beach;20;92.0;https://a0.muscache.com/im/pictures/77d30b8a-bc3b-46f5-be13-3813e1031bce.jpg?aki_policy=small;90277;1.0;2.0;74.99999999999997
16519674;5.5174528964647065;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";4;1.0;Real Bed;strict;False;Boston;"There is a fully equipped kitchen. Dishes, cookware, utensils, and a coffee maker are there for you. Linens and towels are supplied.The living room has a sofa (not convertible) that sleeps one person comfortably.The bedroom has a queen size bed. A queen sized aero-bed is available for an additional $25. per night (or you can bring your own). Cable TV, and high speed wireless internet service are included. There is a full private bath. There is air conditioning. This is a walk up building. *All of our apartments are non-smoking. We will provide guests with access codes to the building and to the apartment several days prior to arrival. These apartments are in the Back Bay near Copley Place and the Prudential Center. It’s a lovely Brownstone building. It’s a walk up building.   The area abounds with restaurants, markets, shopping, museums and art galleries. The historic sights are easily accessible either by walking or taking our subway (The ""T) which is only two streets from the apartme";2016-04-17;t;f;54%;2015-12-18;f;2017-06-28;42.344835112457964;-71.08075172857512;New Back Bay Brownstone One Bedroom Copley;Back Bay;13;80.0;https://a0.muscache.com/im/pictures/cd4e8ca9-ff34-4881-aa8e-88f79d2fa5f8.jpg?aki_policy=small;02116;1.0;1.0;248.99999999999974
